CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2010
"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"PRONTO SOCORRO TRAUMATO-ORTOPEDICO (ANTIGO)";"Total"
"250820 Lagoa de Dentro";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;6
"250830 Lagoa Seca";1;-;1;-;1;-;1;-;-;-;-;2;-;-;-;10;-;-;-;2;-;1;-;-;-;-;-;-;19
"250840 Lastro";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;5
"250850 Livramento";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"250855 Logradouro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;5
"250860 Lucena";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7;-;-;-;1;-;-;-;1;-;-;-;-;10
"250870 Mãe d'Água";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;9
"250880 Malta";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"250890 Mamanguape";-;-;1;-;16;-;3;4;-;1;-;1;-;-;2;1;-;-;-;1;-;4;-;-;-;-;1;-;35
"250900 Manaíra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;1;-;7
"250905 Marcação";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"250910 Mari";1;-;1;-;8;-;-;1;-;-;-;1;-;-;-;3;-;-;-;1;-;1;1;-;-;-;-;-;18
"250915 Marizópolis";-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;3;-;-;-;1;-;1;-;-;-;-;-;-;8
"250920 Massaranduba";1;-;-;-;6;-;2;1;-;-;-;1;-;-;1;1;-;-;-;1;-;2;-;-;-;-;-;-;16
"250930 Mataraca";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;1;-;-;-;-;-;9
"250933 Matinhas";-;-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;8
"250937 Mato Grosso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2
"250939 Maturéia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"250940 Mogeiro";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;8
"250950 Montadas";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;7
"250960 Monte Horebe";-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"250970 Monteiro";-;-;1;-;9;-;6;12;-;1;-;1;-;-;4;6;-;-;-;1;-;3;-;-;-;-;-;-;44
"250980 Mulungu";-;-;1;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;12
"250990 Natuba";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"251000 Nazarezinho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;5
"251010 Nova Floresta";-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"251020 Nova Olinda";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;7
"251030 Nova Palmeira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;5
"251040 Olho d'Água";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;6
"251050 Olivedos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"251060 Ouro Velho";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;6
"251065 Parari";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251070 Passagem";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251080 Patos";-;-;3;-;37;-;8;47;-;1;2;2;-;-;4;-;-;-;-;1;-;15;-;-;1;-;-;-;121
"251090 Paulista";-;-;-;-;2;1;-;-;-;-;-;1;-;-;1;3;-;-;-;1;-;-;1;-;-;-;-;-;10
"251100 Pedra Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;3
"251110 Pedra Lavrada";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;7
"251120 Pedras de Fogo";1;-;1;-;11;-;2;2;-;-;-;1;-;-;1;2;-;-;-;1;-;2;-;-;-;-;1;-;25
"251272 Pedro Régis";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"251130 Piancó";1;-;3;-;9;1;2;6;-;2;-;4;-;-;1;-;1;-;-;1;-;7;1;-;1;-;-;-;40
"251140 Picuí";-;-;1;-;1;-;6;3;-;-;-;1;-;-;-;12;-;-;-;1;-;2;-;-;-;-;-;-;27
"251150 Pilar";-;-;-;-;5;-;2;1;-;-;-;1;-;-;1;2;-;-;-;1;-;-;1;-;-;-;-;-;14
"251160 Pilões";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"251170 Pilõezinhos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;5
"251180 Pirpirituba";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;6
"251190 Pitimbu";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;7
"251200 Pocinhos";-;-;1;-;8;-;1;-;-;1;-;1;-;-;-;1;-;-;-;1;-;2;2;1;-;-;-;-;19
"251203 Poço Dantas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"251207 Poço de José de Moura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;5
"251210 Pombal";1;-;1;-;1;1;9;4;-;-;-;2;-;-;1;16;-;-;-;1;-;2;1;-;1;-;-;-;41
"251220 Prata";-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;6
"251230 Princesa Isabel";1;-;3;-;8;1;3;6;-;-;1;1;-;-;-;1;-;-;-;1;-;6;1;1;-;-;-;-;34
"251240 Puxinanã";-;-;-;-;4;-;1;-;-;-;1;-;-;-;-;4;-;-;-;1;-;-;1;-;-;-;-;-;12
"251250 Queimadas";2;-;1;-;17;-;-;-;-;-;-;1;-;-;1;2;-;-;-;1;-;2;-;-;-;-;1;-;28
"251260 Quixabá";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"251270 Remígio";-;-;-;-;9;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;11
"251274 Riachão";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"251275 Riachão do Bacamarte";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;6
"251276 Riachão do Poço";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"251278 Riacho de Santo Antônio";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251280 Riacho dos Cavalos";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;7
"251290 Rio Tinto";-;-;1;-;10;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;16
"251300 Salgadinho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251310 Salgado de São Félix";1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;11
"251315 Santa Cecília";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"251320 Santa Cruz";-;-;-;-;3;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;8
"251330 Santa Helena";-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"251335 Santa Inês";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;3
"251340 Santa Luzia";1;-;1;-;6;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;13
"251370 Santa Rita";-;-;1;-;43;-;6;15;-;1;-;2;-;-;2;-;-;-;-;1;-;5;1;-;-;-;2;-;79
"251380 Santa Teresinha";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"251350 Santana de Mangueira";-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4
"251360 Santana dos Garrotes";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;8
"251385 Santo André";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;4
"251392 São Bentinho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;5
"251390 São Bento";1;-;1;-;14;1;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;3;1;-;-;-;-;-;26
"251396 São Domingos";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;4
"251394 São Domingos do Cariri";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251398 São Francisco";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;5
"251400 São João do Cariri";-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"250070 São João do Rio do Peixe";1;-;1;-;2;1;2;1;-;-;-;2;-;-;-;6;-;-;-;1;-;1;-;-;1;-;-;-;19
"251410 São João do Tigre";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;5
"251420 São José da Lagoa Tapada";-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;7
"251430 São José de Caiana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;4
"251440 São José de Espinharas";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;8
"251450 São José de Piranhas";-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;10
"251455 São José de Princesa";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"251460 São José do Bonfim";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251465 São José do Brejo do Cruz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251470 São José do Sabugi";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"251480 São José dos Cordeiros";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"251445 São José dos Ramos";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"251490 São Mamede";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;6
"251500 São Miguel de Taipu";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"251510 São Sebastião de Lagoa de Roça";-;-;1;-;5;1;2;-;-;-;-;-;-;1;1;1;-;-;-;1;-;1;2;-;-;-;-;-;16
"251520 São Sebastião do Umbuzeiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;4
"251540 São Vicente do Seridó";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;8
"251530 Sapé";2;-;1;-;21;-;1;2;-;-;-;1;-;-;1;3;-;-;-;1;-;3;1;-;-;-;1;-;38
"251550 Serra Branca";1;-;-;-;5;-;1;3;-;-;-;2;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;16
"251560 Serra da Raiz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251570 Serra Grande";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;4
"251580 Serra Redonda";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"251590 Serraria";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;7
"251593 Sertãozinho";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"251597 Sobrado";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"251600 Solânea";1;-;1;-;10;-;5;5;-;-;-;-;-;-;-;1;-;-;-;1;-;5;-;1;-;-;-;-;30
"251610 Soledade";1;-;1;-;5;-;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;13
"251615 Sossêgo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;3
"251620 Sousa";3;-;3;-;31;2;7;33;-;-;1;3;-;-;1;2;-;-;2;1;-;19;2;-;1;-;1;-;112
"251630 Sumé";1;-;1;-;6;-;5;6;-;-;-;1;-;-;1;2;-;-;-;1;-;4;-;-;-;-;-;-;28
"251640 Tacima";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;5
"251650 Taperoá";1;-;1;-;8;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;14
"251660 Tavares";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;9
"251670 Teixeira";-;-;1;-;6;-;1;1;-;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;13
"251675 Tenório";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"251680 Triunfo";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"251690 Uiraúna";-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;11;-;-;-;1;-;2;1;-;1;-;-;-;20
"251700 Umbuzeiro";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;8
"251710 Várzea";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
"251720 Vieirópolis";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;6
"250550 Vista Serrana";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;6
"251740 Zabelê";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"260005 Abreu e Lima";3;-;2;-;1;-;7;4;-;-;-;1;2;-;-;29;-;-;-;1;-;2;-;-;1;-;1;-;54
"260010 Afogados da Ingazeira";-;-;-;-;12;-;5;5;-;-;-;3;-;-;-;8;-;-;-;1;-;4;-;-;-;-;-;-;38
"260020 Afrânio";-;-;-;-;6;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;-;1;-;12
"260030 Agrestina";-;-;-;-;3;-;1;1;-;-;-;1;-;-;-;11;-;-;-;1;-;1;-;-;1;-;1;-;21
"260040 Água Preta";1;-;-;-;11;-;1;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;19
"260050 Águas Belas";-;-;1;-;4;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;1;-;2;-;-;-;-;14
"260060 Alagoinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;1;1;-;-;-;-;9
"260070 Aliança";1;-;-;-;13;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;2;-;1;-;-;-;-;20
"260080 Altinho";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;11
"260090 Amaraji";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;13
"260100 Angelim";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;7
"260105 Araçoiaba";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;10
"260110 Araripina";1;-;-;-;14;-;4;3;-;-;-;2;-;-;1;5;-;-;-;-;-;5;1;-;-;-;-;-;36
"260120 Arcoverde";1;1;-;-;24;-;19;17;-;-;-;3;-;-;2;4;-;-;-;2;-;11;-;-;-;-;1;-;85
"260130 Barra de Guabiraba";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"260140 Barreiros";1;-;-;-;11;-;3;1;-;-;1;2;-;-;1;-;-;-;-;1;-;3;-;-;-;-;-;-;24
"260150 Belém de Maria";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;1;-;10
"260160 Belém do São Francisco";-;-;-;-;5;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;9
"260170 Belo Jardim";-;-;-;-;10;-;7;12;-;-;-;1;-;-;3;7;-;-;-;1;-;4;-;-;-;-;1;-;46
"260180 Betânia";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;13
"260190 Bezerros";1;-;-;-;15;-;4;14;-;1;-;2;-;-;1;3;-;-;-;-;-;5;1;-;1;-;-;-;48
"260200 Bodocó";-;-;1;-;11;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;1;-;-;-;-;18
"260210 Bom Conselho";1;-;-;-;8;-;2;5;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;1;-;24
"260220 Bom Jardim";1;-;-;-;12;-;-;-;-;-;-;1;-;-;-;9;-;-;-;1;-;-;-;-;-;-;1;-;25
"260230 Bonito";1;-;-;-;12;-;-;-;-;-;-;1;-;-;1;2;-;-;-;1;-;1;-;-;1;-;-;-;20
"260240 Brejão";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;1;-;10
"260250 Brejinho";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;6
"260260 Brejo da Madre de Deus";1;-;-;-;9;-;3;-;-;-;-;1;-;-;-;4;-;-;-;1;-;1;-;-;1;-;-;-;21
"260270 Buenos Aires";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;8
"260280 Buíque";-;-;1;-;9;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;2;-;-;1;-;17
"260290 Cabo de Santo Agostinho";-;-;3;-;39;-;23;15;-;-;2;5;-;-;3;2;2;-;-;1;-;9;1;-;1;-;-;-;106
"260300 Cabrobó";1;-;1;-;10;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;17
"260310 Cachoeirinha";-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;7;-;-;-;1;-;-;-;1;-;-;-;-;13
"260320 Caetés";1;-;-;-;10;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;14
"260330 Calçado";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;1;-;9
"260340 Calumbi";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;8
"260345 Camaragibe";-;-;2;-;39;1;11;6;-;1;4;-;-;-;4;-;-;-;-;1;-;2;-;-;1;-;1;-;73
"260350 Camocim de São Félix";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;9
"260360 Camutanga";-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;1;-;-;-;-;8
"260370 Canhotinho";1;-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;13
"260380 Capoeiras";-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;10
"260390 Carnaíba";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;13
"260392 Carnaubeira da Penha";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;1;-;9
"260400 Carpina";-;-;-;-;16;-;8;4;-;-;-;1;-;-;1;2;-;-;-;1;-;11;-;1;-;-;1;-;46
"260410 Caruaru";-;1;1;-;48;1;64;142;2;1;2;7;-;-;9;1;1;1;-;2;-;29;1;2;1;-;2;-;318
"260415 Casinhas";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;12
"260420 Catende";1;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;13
"260430 Cedro";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;1;-;-;-;-;10
"260440 Chã de Alegria";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;7
"260450 Chã Grande";-;-;1;-;8;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;11
"260460 Condado";1;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;13
"260470 Correntes";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;8
"260480 Cortês";1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;11
"260490 Cumaru";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;12
"260500 Cupira";1;-;1;-;10;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;20
"260510 Custódia";-;-;-;-;13;-;1;2;-;-;-;1;-;-;-;2;-;-;-;1;-;3;-;1;-;-;1;-;25
"260515 Dormentes";-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;11
"260520 Escada";1;-;-;-;3;-;1;-;-;-;-;2;-;-;-;12;-;-;-;-;-;2;1;-;-;-;-;-;22
"260530 Exu";-;-;-;-;11;-;2;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;17
"260540 Feira Nova";-;-;-;-;7;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;10
"260545 Fernando de Noronha";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260550 Ferreiros";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;8
"260560 Flores";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;11
"260570 Floresta";-;-;1;-;4;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;10
"260580 Frei Miguelinho";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;11
"260590 Gameleira";1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;8;-;-;-;1;-;-;1;1;-;-;1;-;15
"260600 Garanhuns";1;1;1;-;37;-;8;135;-;-;2;5;-;-;1;2;-;-;-;2;-;19;-;-;-;-;-;-;214
"260610 Glória do Goitá";1;-;1;-;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;14
"260620 Goiana";-;-;1;-;21;-;4;7;-;-;-;2;-;-;3;4;-;-;-;1;-;2;-;2;1;-;-;-;48
