CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2016
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"420610 Grão Pará";-;-;-;-;-;-;-;4;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"420620 Gravatal";-;-;-;-;-;-;-;5;-;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;15
"420630 Guabiruba";-;-;-;1;-;-;-;-;-;-;1;5;-;2;-;1;-;-;-;2;-;6;-;-;-;1;-;-;-;8;-;-;-;-;-;-;-;27
"420640 Guaraciaba";-;1;-;-;-;-;-;2;-;-;2;11;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;21
"420650 Guaramirim";-;-;-;-;-;-;-;9;-;-;1;39;-;14;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;2;-;-;-;-;72
"420660 Guarujá do Sul";-;-;-;-;-;-;-;1;-;-;1;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"420665 Guatambú";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"420670 Herval d'Oeste";1;-;-;-;-;1;-;8;-;-;4;2;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;21
"420675 Ibiam";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"420680 Ibicaré";-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"420690 Ibirama";-;1;-;1;-;1;-;7;-;-;7;20;-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;3;-;-;1;-;1;-;-;46
"420700 Içara";1;-;-;-;-;1;-;20;-;-;25;24;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;7;1;-;1;-;-;-;-;84
"420710 Ilhota";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"420720 Imaruí";-;-;-;-;-;-;-;5;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;15
"420730 Imbituba";-;-;-;-;-;1;-;16;-;-;16;52;-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;9;-;-;1;-;-;-;-;99
"420740 Imbuia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"420750 Indaial";-;1;-;1;-;1;-;14;-;2;13;57;-;-;-;1;-;-;-;2;-;1;-;-;-;1;-;-;-;5;-;-;2;-;-;-;-;101
"420757 Iomerê";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;5
"420760 Ipira";1;-;-;-;-;-;-;2;-;-;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"420765 Iporã do Oeste";1;-;-;-;-;-;-;2;-;-;2;12;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;22
"420768 Ipuaçu";1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"420770 Ipumirim";-;-;-;-;-;-;-;2;-;-;1;5;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;13
"420775 Iraceminha";-;1;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"420780 Irani";-;1;-;-;-;-;-;4;-;-;1;4;-;-;-;1;-;-;-;2;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;16
"420785 Irati";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"420790 Irineópolis";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;13
"420800 Itá";-;-;-;-;-;-;-;2;-;-;3;11;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;23
"420810 Itaiópolis";1;1;-;-;-;1;-;8;-;-;5;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;34
"420820 Itajaí";1;-;-;-;-;3;-;33;-;-;133;437;-;11;1;1;-;-;-;2;-;-;2;-;-;2;1;-;-;39;-;-;2;-;-;-;-;668
"420830 Itapema";3;-;-;1;-;1;-;12;1;-;20;103;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;10;-;-;1;-;-;-;-;155
"420840 Itapiranga";-;1;-;1;-;-;-;5;-;-;4;10;-;-;-;1;-;-;-;-;-;2;-;-;-;2;-;-;-;8;-;-;1;-;-;-;-;35
"420845 Itapoá";-;-;-;1;-;-;-;5;-;-;2;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;1;-;-;-;-;22
"420850 Ituporanga";-;1;-;-;-;-;-;9;-;-;8;21;-;1;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;4;-;-;2;-;-;-;-;50
"420860 Jaborá";-;-;-;-;-;-;-;2;1;-;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;11
"420870 Jacinto Machado";1;-;-;-;-;-;-;3;-;-;5;8;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;22
"420880 Jaguaruna";-;1;-;-;-;-;-;7;-;-;2;12;-;9;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;39
"420890 Jaraguá do Sul";2;1;-;-;-;3;-;33;-;-;56;389;-;3;-;2;-;-;-;6;-;-;1;-;-;2;-;-;-;12;1;-;2;-;2;-;-;515
"420895 Jardinópolis";1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"420900 Joaçaba";-;-;1;-;-;1;-;8;1;1;15;209;-;1;-;2;-;-;1;-;-;3;1;-;-;2;-;-;-;8;-;-;3;-;-;-;-;257
"420910 Joinville";-;1;1;-;-;4;-;60;-;-;156;816;-;2;1;6;5;-;-;8;-;-;3;-;-;2;1;-;-;151;1;-;5;-;5;-;-;1228
"420915 José Boiteux";-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;7
"420917 Jupiá";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"420920 Lacerdópolis";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"420930 Lages";1;-;1;-;-;3;-;31;-;-;67;387;-;1;1;2;1;-;-;3;-;-;-;-;1;2;-;-;-;45;1;2;3;-;2;-;-;554
"420940 Laguna";-;-;-;1;-;1;-;12;-;-;9;32;-;2;-;1;-;-;-;3;-;-;-;-;-;2;-;-;-;10;2;-;1;-;-;-;-;76
"420945 Lajeado Grande";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"420950 Laurentino";-;1;-;1;-;-;-;2;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"420960 Lauro Muller";-;-;-;1;-;1;-;7;-;1;4;7;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;25
"420970 Lebon Régis";-;-;-;-;-;-;-;1;-;-;2;2;-;-;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"420980 Leoberto Leal";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"420985 Lindóia do Sul";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"420990 Lontras";-;1;-;-;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"421000 Luiz Alves";1;-;-;-;-;-;-;6;-;-;1;12;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;24
"421003 Luzerna";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"421005 Macieira";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"421010 Mafra";1;-;-;-;-;1;-;3;-;-;23;63;-;-;1;1;1;-;-;4;-;12;-;-;-;2;-;-;-;5;-;-;1;-;2;-;1;121
"421020 Major Gercino";-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"421030 Major Vieira";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"421040 Maracajá";-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"421050 Maravilha";-;1;-;-;-;1;-;6;-;-;8;40;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;10;-;-;1;-;1;-;-;71
"421055 Marema";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421060 Massaranduba";-;-;-;-;-;-;-;4;-;-;2;19;-;3;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;35
"421070 Matos Costa";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;7
"421080 Meleiro";-;-;-;-;-;-;-;1;-;-;4;3;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;14
"421085 Mirim Doce";-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"421090 Modelo";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;7
"421100 Mondaí";-;1;-;-;-;1;-;4;-;-;5;10;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;26
"421105 Monte Carlo";1;-;-;-;-;-;-;4;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;1;-;-;13
"421110 Monte Castelo";-;-;-;-;-;1;-;5;-;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;13
"421120 Morro da Fumaça";-;-;-;-;-;1;-;10;-;-;4;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;23
"421125 Morro Grande";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"421130 Navegantes";-;1;-;-;-;1;-;14;-;-;10;43;-;-;-;1;-;-;-;-;-;6;-;-;-;1;1;-;-;11;-;-;1;-;-;-;-;90
"421140 Nova Erechim";1;-;-;-;-;-;-;1;-;-;1;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;13
"421145 Nova Itaberaba";1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"421150 Nova Trento";-;-;-;1;-;-;-;5;-;-;2;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;21
"421160 Nova Veneza";-;-;-;1;-;-;-;4;-;-;7;10;-;-;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;31
"421165 Novo Horizonte";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421170 Orleans";-;-;-;-;-;1;-;10;-;-;5;19;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;10;1;-;1;-;1;-;-;51
"421175 Otacílio Costa";-;-;-;-;-;-;-;6;-;-;5;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;22
"421180 Ouro";-;-;-;-;-;1;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"421185 Ouro Verde";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421187 Paial";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421189 Painel";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421190 Palhoça";-;-;-;-;-;3;-;21;-;-;23;38;-;-;-;2;-;-;-;4;-;-;1;-;-;1;-;-;-;8;-;-;4;-;1;-;1;107
"421200 Palma Sola";1;-;-;-;-;-;-;2;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;15
"421205 Palmeira";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"421210 Palmitos";-;-;-;-;-;1;-;3;-;-;6;13;-;-;-;1;-;-;-;-;-;3;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;32
"421220 Papanduva";-;-;-;-;-;1;-;2;-;-;1;12;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;25
"421223 Paraíso";-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"421225 Passo de Torres";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"421227 Passos Maia";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;11
"421230 Paulo Lopes";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"421240 Pedras Grandes";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"421250 Penha";1;-;-;1;-;-;-;8;1;-;1;10;-;-;-;1;-;-;-;1;-;1;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;29
"421260 Peritiba";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"421265 Pescaria Brava";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;6
"421270 Petrolândia";1;1;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"421290 Pinhalzinho";-;-;-;-;-;1;-;5;-;-;4;70;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;1;-;-;88
"421300 Pinheiro Preto";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"421310 Piratuba";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;9
"421315 Planalto Alegre";-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"421320 Pomerode";-;-;-;-;-;1;-;8;-;-;5;51;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;72
"421330 Ponte Alta";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"421335 Ponte Alta do Norte";-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"421340 Ponte Serrada";-;-;-;-;-;-;-;2;-;-;7;6;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;4;-;-;1;-;1;-;-;26
"421350 Porto Belo";-;-;-;1;-;1;-;7;-;-;6;5;-;1;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;27
"421360 Porto União";-;-;-;-;-;1;-;7;-;-;31;62;-;-;-;1;-;-;-;1;-;5;1;-;-;1;-;-;-;5;-;-;2;-;-;-;-;117
"421370 Pouso Redondo";-;-;-;1;-;-;-;5;-;-;1;6;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;5;-;-;-;-;-;-;-;21
"421380 Praia Grande";1;-;-;-;-;-;-;2;-;-;3;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;14
"421390 Presidente Castello Branco";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;4
"421400 Presidente Getúlio";-;1;-;1;-;-;-;7;-;-;3;10;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24
"421410 Presidente Nereu";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421415 Princesa";1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"421420 Quilombo";1;-;-;-;-;1;-;2;-;-;3;5;-;-;-;1;-;-;-;1;-;2;-;-;-;2;-;-;-;5;-;-;1;-;-;-;-;24
"421430 Rancho Queimado";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;5
"421440 Rio das Antas";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;8
"421450 Rio do Campo";1;-;-;1;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"421460 Rio do Oeste";-;1;-;-;-;-;-;2;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;11
"421480 Rio do Sul";-;1;-;-;-;1;-;23;-;-;54;170;-;-;-;2;-;-;-;2;-;-;1;-;-;2;-;-;-;16;-;-;2;-;3;-;-;277
"421470 Rio dos Cedros";-;-;-;-;-;-;-;1;-;-;-;8;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;19
"421490 Rio Fortuna";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;5
"421500 Rio Negrinho";-;-;-;-;-;1;-;8;-;-;5;42;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;9;-;-;1;-;2;-;-;75
"421505 Rio Rufino";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421507 Riqueza";-;1;-;-;-;-;-;2;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"421510 Rodeio";-;-;-;1;-;-;-;2;-;-;3;7;-;1;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;24
"421520 Romelândia";1;1;-;-;-;-;-;1;-;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"421530 Salete";-;1;-;1;-;-;-;3;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;13
"421535 Saltinho";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421540 Salto Veloso";-;-;-;-;-;-;-;1;-;-;-;4;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"421545 Sangão";-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"421550 Santa Cecília";1;-;-;1;-;1;-;1;-;-;4;1;-;-;-;2;-;-;-;2;-;9;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;25
"421555 Santa Helena";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;4
"421560 Santa Rosa de Lima";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421565 Santa Rosa do Sul";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;12
"421567 Santa Terezinha";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"421568 Santa Terezinha do Progresso";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421569 Santiago do Sul";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421570 Santo Amaro da Imperatriz";-;-;-;-;-;1;-;4;-;-;5;13;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;3;-;-;1;-;1;-;-;32
"421580 São Bento do Sul";-;-;-;-;-;1;-;7;-;-;33;101;-;1;-;2;-;-;-;-;-;11;-;-;-;1;-;-;-;16;-;-;2;-;2;-;1;178
"421575 São Bernardino";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421590 São Bonifácio";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"421600 São Carlos";-;-;-;-;-;1;-;4;-;-;5;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;27
"421605 São Cristovão do Sul";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421610 São Domingos";1;-;-;-;-;-;-;2;-;-;1;8;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;21
"421620 São Francisco do Sul";-;-;-;1;-;1;-;13;-;-;4;43;-;-;-;1;-;-;-;1;-;4;1;-;-;1;-;-;-;9;1;-;2;1;-;-;-;83
"421630 São João Batista";-;-;-;-;-;-;-;7;-;1;7;13;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;34
"421635 São João do Itaperiú";-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"421625 São João do Oeste";-;1;-;-;-;-;-;1;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"421640 São João do Sul";1;-;-;-;-;-;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
