CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2019
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"140050 São João da Baliza";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;3;1;1;-;-;-;-;12
"140060 São Luiz";1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;1;-;-;3;-;2;-;-;-;-;14
"140070 Uiramutã";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;66;-;-;2;-;1;-;1;-;-;76
"150010 Abaetetuba";1;1;-;-;1;2;-;21;-;-;12;18;-;1;-;3;1;-;1;3;-;27;1;-;-;1;-;-;-;10;3;-;1;1;-;1;1;111
"150013 Abel Figueiredo";-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;7
"150020 Acará";-;-;1;-;-;-;-;7;-;-;1;-;-;-;-;1;-;-;1;-;-;10;1;-;-;1;-;-;-;1;1;-;1;-;1;-;-;27
"150030 Afuá";-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;17
"150034 Água Azul do Norte";-;1;-;1;-;1;-;1;-;-;2;-;-;1;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;20
"150040 Alenquer";-;-;-;-;-;1;-;2;-;-;3;-;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;19
"150050 Almeirim";-;-;-;-;-;-;-;6;-;-;2;2;-;-;-;2;-;-;-;-;-;5;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;21
"150060 Altamira";1;2;1;4;1;2;-;23;-;-;13;14;1;2;-;3;-;-;-;-;-;14;1;-;-;3;-;2;-;9;2;-;1;-;2;-;-;101
"150070 Anajás";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;11
"150080 Ananindeua";1;7;-;-;-;2;-;61;-;-;46;61;-;1;1;6;-;3;-;6;-;4;4;1;3;1;1;-;-;33;1;-;4;-;1;-;-;248
"150085 Anapu";1;1;-;1;-;1;-;6;-;-;1;-;-;1;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;-;2;-;1;-;-;1;-;24
"150090 Augusto Corrêa";1;1;-;2;-;-;-;1;-;-;5;-;-;1;-;1;-;-;-;-;-;21;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;36
"150095 Aurora do Pará";2;1;-;-;-;1;-;6;-;-;-;-;-;1;-;1;-;-;1;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18
"150100 Aveiro";-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;10
"150110 Bagre";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;1;1;-;1;1;-;-;17
"150120 Baião";1;1;-;1;-;1;-;8;-;-;1;-;-;1;-;1;-;-;1;-;-;6;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;25
"150125 Bannach";-;1;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;1;-;1;1;-;1;-;-;-;-;14
"150130 Barcarena";1;1;-;3;-;2;-;28;-;-;5;36;-;-;1;3;-;-;1;8;-;5;1;-;-;2;-;-;-;1;2;-;1;-;1;-;-;102
"150140 Belém";-;1;1;-;2;9;-;87;-;1;496;1311;11;19;19;18;8;-;1;59;-;5;3;-;1;4;1;1;-;113;4;-;21;1;6;1;2;2206
"150145 Belterra";1;-;1;1;-;-;-;9;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;19
"150150 Benevides";2;1;-;-;-;1;-;17;-;-;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;3;1;-;1;-;-;-;-;31
"150157 Bom Jesus do Tocantins";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;4;-;-;-;-;1;-;-;-;-;13
"150160 Bonito";-;1;-;1;-;-;-;1;-;-;3;-;-;1;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;17
"150170 Bragança";2;-;-;3;1;3;-;33;1;-;10;10;-;2;-;3;-;-;1;-;-;4;-;-;-;1;-;-;-;4;-;-;2;-;-;-;1;81
"150172 Brasil Novo";-;1;-;1;-;1;-;7;-;-;2;-;-;1;-;1;-;-;1;-;-;3;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;23
"150175 Brejo Grande do Araguaia";1;-;-;-;-;-;-;4;-;-;2;-;-;-;-;1;-;-;1;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"150178 Breu Branco";-;1;-;-;-;1;-;9;-;-;4;-;-;-;-;1;-;-;-;1;-;11;1;-;-;1;-;-;-;3;1;-;1;-;-;-;-;35
"150180 Breves";1;1;-;1;-;1;-;15;-;-;1;4;-;-;-;2;-;-;-;-;-;19;1;-;-;2;-;-;-;5;1;-;1;1;-;-;-;56
"150190 Bujaru";1;-;-;-;-;1;-;8;-;-;2;-;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;21
"150200 Cachoeira do Arari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;17
"150195 Cachoeira do Piriá";1;1;-;1;-;1;-;3;-;-;1;-;-;1;-;-;-;-;-;-;-;8;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;21
"150210 Cametá";-;1;-;-;-;1;-;21;-;-;6;13;-;18;-;2;-;-;-;3;-;4;-;-;-;2;-;-;-;7;4;-;-;1;-;1;-;84
"150215 Canaã dos Carajás";2;1;-;1;-;1;-;9;-;-;49;10;-;1;-;2;-;-;-;2;-;2;-;-;-;1;-;-;-;8;1;-;-;-;-;-;-;90
"150220 Capanema";1;2;1;-;1;1;-;22;-;-;18;15;-;1;-;4;-;-;-;1;-;1;1;-;-;2;-;-;-;9;1;-;3;-;1;-;-;85
"150230 Capitão Poço";1;1;-;1;-;-;-;15;-;-;2;1;-;1;-;2;-;-;-;-;-;6;-;-;-;1;-;1;-;6;2;-;1;-;-;-;-;41
"150240 Castanhal";2;1;-;8;1;1;1;39;-;-;38;56;1;2;1;3;2;-;-;8;-;14;2;-;-;2;2;-;-;16;1;-;3;-;1;-;-;205
"150250 Chaves";-;1;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;15;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;26
"150260 Colares";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;13
"150270 Conceição do Araguaia";-;1;1;2;-;1;-;12;-;-;7;13;-;2;-;2;-;-;1;1;-;4;-;-;-;2;-;-;-;6;1;-;3;-;-;-;-;59
"150275 Concórdia do Pará";-;1;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"150276 Cumaru do Norte";1;-;1;1;-;-;-;5;-;-;-;-;-;2;-;1;-;-;-;-;-;4;-;-;-;1;-;2;-;-;1;-;1;-;1;-;-;21
"150277 Curionópolis";-;-;-;-;-;-;-;6;-;-;1;-;-;-;-;1;-;-;-;2;-;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;15
"150280 Curralinho";-;-;-;-;-;1;-;5;-;-;-;-;-;-;-;1;-;-;1;-;-;4;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;15
"150285 Curuá";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;12
"150290 Curuçá";2;1;-;2;-;1;-;12;-;-;6;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;30
"150293 Dom Eliseu";1;-;-;3;-;1;-;13;-;-;2;9;-;1;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;40
"150295 Eldorado do Carajás";-;-;-;-;-;1;-;5;-;-;1;-;-;1;-;1;-;-;-;2;-;2;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;19
"150300 Faro";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"150304 Floresta do Araguaia";-;1;-;-;-;1;-;6;-;-;1;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;17
"150307 Garrafão do Norte";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;13;-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;20
"150309 Goianésia do Pará";1;1;-;-;-;1;-;7;-;-;1;-;-;1;-;-;-;-;-;-;-;9;-;-;-;1;-;-;-;3;2;1;1;-;-;-;-;29
"150310 Gurupá";1;-;-;-;-;1;-;4;-;-;-;-;-;-;-;1;-;-;3;-;-;12;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;26
"150320 Igarapé-Açu";1;-;-;1;-;1;-;14;-;-;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;1;-;-;27
"150330 Igarapé-Miri";1;-;-;1;-;1;-;10;-;-;2;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;6;-;-;-;1;1;-;-;27
"150340 Inhangapi";-;1;-;1;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;14
"150345 Ipixuna do Pará";1;-;-;2;-;-;-;3;-;-;2;-;-;-;-;2;-;-;-;-;-;15;-;-;-;1;-;-;-;1;1;-;1;-;1;-;-;30
"150350 Irituia";1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;12;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;19
"150360 Itaituba";2;-;-;3;-;1;-;24;-;-;11;11;-;-;-;6;-;-;-;2;-;-;1;-;-;1;-;4;-;6;-;-;-;-;-;-;-;72
"150370 Itupiranga";1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;10;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;19
"150375 Jacareacanga";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;1;-;17;-;1;1;1;-;-;1;-;-;31
"150380 Jacundá";-;1;-;1;-;1;-;1;-;-;1;-;-;1;-;3;-;-;3;-;-;11;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;26
"150390 Juruti";-;-;-;-;-;-;-;7;-;-;3;7;-;-;-;2;-;-;-;-;-;7;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;29
"150400 Limoeiro do Ajuru";1;1;-;-;-;-;-;4;-;-;1;-;-;-;-;1;-;-;-;-;-;14;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;24
"150405 Mãe do Rio";-;1;-;-;-;1;-;6;-;-;1;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;1;-;-;3;-;-;1;-;-;-;-;20
"150410 Magalhães Barata";1;1;-;1;-;-;-;6;-;-;1;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;18
"150420 Marabá";-;2;1;-;1;1;-;12;-;-;88;77;2;1;2;5;-;-;-;9;-;10;-;-;-;1;2;-;-;35;2;-;4;-;1;-;-;256
"150430 Maracanã";-;1;-;-;-;-;-;11;-;-;-;-;-;-;-;1;-;-;-;-;-;9;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;25
"150440 Marapanim";1;1;-;1;-;1;-;8;-;-;1;-;-;-;-;1;-;-;-;-;-;10;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;27
"150442 Marituba";-;1;-;-;-;2;-;18;-;-;9;3;-;2;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;7;-;-;1;-;-;-;-;47
"150445 Medicilândia";-;1;-;1;-;1;-;7;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;2;1;1;-;-;-;-;18
"150450 Melgaço";1;-;-;-;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;16
"150460 Mocajuba";1;1;-;-;-;1;-;8;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;17
"150470 Moju";1;-;-;-;-;1;-;9;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;1;-;1;1;-;-;-;1;-;-;20
"150475 Mojuí dos Campos";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;15
"150480 Monte Alegre";-;-;-;-;-;-;-;9;-;-;2;1;-;-;-;1;-;-;-;-;-;19;-;-;-;1;-;-;-;4;1;2;-;-;1;-;-;41
"150490 Muaná";-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;14
"150495 Nova Esperança do Piriá";1;1;-;1;-;-;-;4;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;1;-;1;-;2;-;-;18
"150497 Nova Ipixuna";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;11
"150500 Nova Timboteua";-;1;-;1;-;-;-;9;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;15
"150503 Novo Progresso";3;-;-;-;-;1;-;9;-;-;2;1;-;1;-;2;-;-;1;2;-;5;-;-;-;1;-;2;-;3;1;-;-;-;-;-;-;34
"150506 Novo Repartimento";2;1;-;-;-;1;-;6;-;-;1;1;-;-;-;1;-;-;-;6;-;14;1;-;-;1;-;-;-;6;-;-;1;-;-;-;-;42
"150510 Óbidos";1;-;-;1;-;1;-;16;-;-;2;6;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;5;-;-;-;2;1;-;1;40
"150520 Oeiras do Pará";-;1;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;16
"150530 Oriximiná";-;1;-;-;-;-;-;9;-;-;4;1;-;1;-;3;-;-;-;3;-;12;-;-;-;1;-;6;-;3;2;-;1;-;-;-;-;47
"150540 Ourém";-;1;-;1;-;1;-;-;-;-;3;-;-;1;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;21
"150543 Ourilândia do Norte";-;1;-;1;-;1;-;9;-;-;5;12;-;2;-;2;-;-;-;1;-;2;-;-;-;1;-;6;-;2;1;-;1;-;1;-;-;48
"150548 Pacajá";2;1;-;1;-;1;-;10;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;3;1;-;1;-;1;-;-;26
"150549 Palestina do Pará";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;9
"150550 Paragominas";-;1;-;1;-;1;-;24;-;-;25;10;-;2;-;5;-;-;-;1;-;5;1;-;-;1;-;6;-;9;2;-;1;-;1;-;-;96
"150553 Parauapebas";-;1;-;-;-;1;-;23;-;-;55;166;-;1;2;6;-;-;1;6;-;-;1;-;-;1;1;-;-;16;1;-;3;-;2;-;-;287
"150555 Pau D'Arco";2;1;-;-;-;-;-;5;-;-;1;-;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;16
"150560 Peixe-Boi";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;8
"150563 Piçarra";1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;16
"150565 Placas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;10
"150570 Ponta de Pedras";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;10
"150580 Portel";2;-;-;-;-;1;-;10;-;-;-;-;-;-;-;1;-;-;-;-;-;11;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;26
"150590 Porto de Moz";-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;12;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;18
"150600 Prainha";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;6;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;17
"150610 Primavera";2;1;-;1;-;-;-;5;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"150611 Quatipuru";-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"150613 Redenção";1;1;-;-;1;1;-;13;-;-;21;22;-;4;1;5;-;-;-;2;-;3;-;-;-;1;-;2;-;10;3;-;3;-;-;-;1;95
"150616 Rio Maria";-;1;-;1;-;1;-;6;-;-;3;2;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;3;2;-;1;-;-;-;-;24
"150618 Rondon do Pará";-;1;-;1;-;1;-;11;-;-;6;4;-;-;-;3;-;-;-;-;-;6;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;36
"150619 Rurópolis";-;-;-;1;-;1;-;8;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;14
"150620 Salinópolis";-;1;-;1;-;1;-;16;-;-;2;-;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;4;2;-;1;-;-;-;-;34
"150630 Salvaterra";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;12;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"150635 Santa Bárbara do Pará";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;10
"150640 Santa Cruz do Arari";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;9
"150650 Santa Izabel do Pará";2;1;-;1;-;2;-;27;-;-;4;1;-;-;-;1;-;-;-;-;-;7;1;-;-;2;-;-;-;3;1;-;1;-;-;-;-;54
"150655 Santa Luzia do Pará";1;1;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;12;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;21
"150658 Santa Maria das Barreiras";2;1;-;-;-;1;-;7;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;16
"150660 Santa Maria do Pará";-;-;-;1;-;-;-;8;-;-;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;18
"150670 Santana do Araguaia";1;1;-;1;-;1;-;11;-;-;3;11;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;1;-;1;-;1;-;-;41
"150680 Santarém";2;2;1;1;1;2;-;66;-;-;111;52;-;-;1;5;2;-;1;3;-;6;1;-;-;2;-;2;-;25;1;-;3;3;1;-;-;294
"150690 Santarém Novo";1;-;-;1;-;-;-;4;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;12
"150700 Santo Antônio do Tauá";-;1;-;-;-;1;-;11;-;-;1;1;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;23
"150710 São Caetano de Odivelas";2;-;-;-;-;-;-;8;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;18
"150715 São Domingos do Araguaia";1;1;-;-;-;1;-;7;-;-;2;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;18
"150720 São Domingos do Capim";-;1;-;-;-;1;-;16;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;-;-;26
"150730 São Félix do Xingu";1;1;-;1;-;1;-;17;-;-;6;2;-;1;-;4;-;-;1;4;-;7;1;-;-;1;-;7;-;3;1;-;1;-;-;-;-;60
"150740 São Francisco do Pará";-;-;-;1;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;14
"150745 São Geraldo do Araguaia";-;-;-;1;-;1;-;8;-;-;2;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;1;-;3;1;-;-;-;1;-;-;23
"150746 São João da Ponta";1;-;-;1;-;-;-;5;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;11
"150747 São João de Pirabas";1;1;-;1;-;-;-;9;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;18
"150750 São João do Araguaia";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;17
"150760 São Miguel do Guamá";-;1;-;-;-;1;-;5;-;-;5;1;-;1;-;1;-;-;-;-;-;17;-;-;-;2;-;-;-;3;1;-;1;-;-;-;-;39
"150770 São Sebastião da Boa Vista";1;1;-;-;-;1;-;8;-;-;-;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;21
"150775 Sapucaia";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;7
"150780 Senador José Porfírio";1;1;-;1;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;16
"150790 Soure";-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"150795 Tailândia";1;1;-;-;-;1;-;4;-;-;4;4;-;1;-;1;-;-;1;-;-;6;-;-;-;1;-;-;-;3;-;-;2;-;-;-;-;30
"150796 Terra Alta";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;8
"150797 Terra Santa";-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;7;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;14
"150800 Tomé-Açu";1;-;-;-;-;1;-;8;-;-;2;-;-;-;-;3;-;-;-;-;-;5;1;-;-;1;-;1;-;2;1;-;-;-;-;-;-;26
"150803 Tracuateua";2;1;-;1;-;1;-;1;-;-;2;2;-;1;-;-;-;-;-;-;-;15;-;-;-;1;-;-;-;-;2;1;1;-;-;-;-;31
"150805 Trairão";-;-;-;-;-;-;-;6;-;-;1;-;-;-;-;1;-;-;1;-;-;4;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;16
"150808 Tucumã";3;1;-;1;-;1;-;9;-;-;9;5;-;1;-;2;-;-;-;-;-;8;-;-;-;1;-;2;-;3;1;-;1;-;-;-;1;49
"150810 Tucuruí";-;1;1;3;1;1;-;23;-;1;13;15;-;1;-;5;-;-;-;7;-;9;1;-;-;1;-;2;-;7;1;-;3;-;-;1;-;97
"150812 Ulianópolis";2;-;-;2;-;1;-;9;-;-;1;3;-;2;1;1;-;-;-;-;-;6;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;33
"150815 Uruará";-;1;-;1;-;1;-;3;-;-;2;-;-;1;-;1;-;-;-;1;-;6;-;-;-;1;-;-;-;4;1;-;1;-;1;-;-;25
"150820 Vigia";-;-;-;-;-;1;-;10;-;-;1;-;-;-;-;1;-;-;-;2;-;10;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;28
"150830 Viseu";1;1;-;1;-;-;-;1;-;-;3;-;-;1;-;1;-;-;-;-;-;17;1;-;-;1;-;-;-;-;2;-;1;-;1;-;-;32
"150835 Vitória do Xingu";-;1;-;1;-;1;-;8;-;-;3;1;-;1;-;1;-;-;-;-;-;1;1;-;-;1;-;1;-;1;1;-;1;-;-;-;-;24
"150840 Xinguara";3;1;-;1;-;1;-;12;-;-;10;3;1;2;-;3;-;-;-;-;-;-;1;-;-;1;-;-;-;7;-;-;1;-;-;-;-;47
"160010 Amapá";1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;14
