CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2018
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"240040 Água Nova";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"240050 Alexandria";1;1;-;-;-;-;-;6;-;3;-;-;-;-;2;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;20
"240060 Almino Afonso";2;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"240070 Alto do Rodrigues";-;-;-;-;-;-;-;5;-;3;3;-;-;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;18
"240080 Angicos";-;-;-;-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"240090 Antônio Martins";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;10
"240100 Apodi";-;-;-;-;-;1;-;7;-;6;1;-;-;1;2;-;-;-;1;-;5;-;-;-;1;-;-;-;10;-;-;1;-;-;-;-;36
"240110 Areia Branca";1;-;-;-;-;1;-;9;-;3;2;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;24
"240120 Arês";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;11
"240130 Augusto Severo";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;10
"240140 Baía Formosa";-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;9
"240145 Baraúna";-;1;-;1;-;1;-;11;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;23
"240150 Barcelona";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;9
"240165 Bodó";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"240170 Bom Jesus";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
"240180 Brejinho";2;-;-;-;-;-;-;6;-;1;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"240185 Caiçara do Norte";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"240190 Caiçara do Rio do Vento";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240200 Caicó";1;1;-;-;-;2;-;24;-;22;67;-;1;-;2;1;1;-;5;-;3;-;-;1;1;-;-;-;19;1;1;1;-;1;-;1;156
"240210 Campo Redondo";-;-;-;-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;12
"240220 Canguaretama";2;-;-;-;-;1;-;16;-;2;-;-;-;-;1;-;-;-;-;-;2;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;28
"240230 Caraúbas";-;-;-;-;-;1;-;8;-;1;-;-;-;-;1;-;-;-;1;-;6;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;22
"240240 Carnaúba dos Dantas";-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;12
"240250 Carnaubais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;7
"240260 Ceará-Mirim";-;-;-;-;-;2;-;22;-;7;4;-;2;-;1;-;-;-;6;-;3;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;52
"240270 Cerro Corá";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;9
"240280 Coronel Ezequiel";1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"240290 Coronel João Pessoa";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240300 Cruzeta";1;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"240310 Currais Novos";-;1;-;-;1;1;-;14;-;24;8;-;2;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;11;2;1;2;-;-;-;-;70
"240320 Doutor Severiano";1;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;9
"240330 Encanto";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;9
"240340 Equador";1;-;-;1;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;10
"240350 Espírito Santo";-;-;-;-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;10
"240360 Extremoz";2;-;-;-;-;1;-;10;-;3;1;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;25
"240370 Felipe Guerra";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"240375 Fernando Pedroza";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"240380 Florânia";-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;7;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"240390 Francisco Dantas";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"240400 Frutuoso Gomes";2;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;11
"240410 Galinhos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"240420 Goianinha";-;1;-;2;-;1;-;13;-;8;4;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;35
"240430 Governador Dix-Sept Rosado";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;10
"240440 Grossos";1;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"240450 Guamaré";-;1;-;-;-;-;-;12;-;2;-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;20
"240460 Ielmo Marinho";-;-;-;-;-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"240470 Ipanguaçu";-;-;-;1;-;-;-;4;-;1;-;-;-;-;-;-;-;1;-;-;4;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;14
"240480 Ipueira";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"240485 Itajá";-;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"240490 Itaú";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;6
"240500 Jaçanã";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"240510 Jandaíra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240520 Janduís";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"240530 Januário Cicco";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;9
"240540 Japi";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240550 Jardim de Angicos";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"240560 Jardim de Piranhas";-;-;-;-;-;-;-;6;-;1;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"240570 Jardim do Seridó";1;-;-;-;-;-;-;1;-;3;1;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;14
"240580 João Câmara";-;-;-;-;-;1;-;16;-;10;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;34
"240590 João Dias";1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"240600 José da Penha";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;8
"240610 Jucurutu";2;-;-;-;-;1;-;9;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;20
"240615 Jundiá";-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"240620 Lagoa d'Anta";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
"240630 Lagoa de Pedras";-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"240640 Lagoa de Velhos";-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
"240650 Lagoa Nova";-;-;-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"240660 Lagoa Salgada";-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"240670 Lajes";1;-;-;-;-;-;-;4;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;13
"240680 Lajes Pintadas";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;7
"240690 Lucrécia";1;-;-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"240700 Luís Gomes";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;10
"240710 Macaíba";-;1;1;-;-;2;-;23;-;8;2;-;-;-;1;-;-;-;4;-;6;1;-;-;1;-;-;-;-;-;-;5;-;3;-;-;58
"240720 Macau";1;-;-;-;-;1;-;9;-;2;11;-;1;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;3;1;1;1;-;-;-;-;35
"240725 Major Sales";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
"240730 Marcelino Vieira";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"240740 Martins";1;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"240750 Maxaranguape";-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"240760 Messias Targino";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240770 Montanhas";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"240780 Monte Alegre";2;-;-;-;-;-;-;10;-;1;-;-;-;-;-;-;-;1;-;-;6;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;23
"240790 Monte das Gameleiras";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"240800 Mossoró";-;1;1;-;1;4;-;48;-;140;133;-;2;4;6;1;-;1;2;-;-;4;-;-;1;1;-;-;28;1;-;3;-;-;1;-;383
"240810 Natal";-;2;1;-;2;5;-;55;1;326;1104;6;1;15;12;9;-;1;7;-;2;4;4;-;8;7;-;-;112;2;2;18;-;6;-;-;1712
"240820 Nísia Floresta";-;-;-;-;-;1;-;12;-;2;-;-;1;-;-;1;-;-;1;-;6;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;26
"240830 Nova Cruz";-;-;-;-;-;1;-;15;-;6;1;-;1;-;1;-;-;-;-;-;9;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;36
"240840 Olho-d'Água do Borges";1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
"240850 Ouro Branco";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"240860 Paraná";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240870 Paraú";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"240880 Parazinho";-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240890 Parelhas";1;-;-;-;-;1;-;4;-;2;5;-;1;-;-;-;-;-;2;-;11;-;-;-;1;-;-;-;6;1;2;1;-;-;-;-;38
"240325 Parnamirim";-;1;-;-;-;4;-;31;-;35;22;-;-;-;2;-;1;-;12;-;-;2;-;-;1;-;-;-;16;2;-;4;-;1;-;-;134
"240910 Passa e Fica";-;-;-;-;-;-;-;8;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;14
"240920 Passagem";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"240930 Patu";1;-;-;-;-;1;-;5;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"240940 Pau dos Ferros";1;1;-;-;-;1;-;12;-;23;17;-;2;1;1;-;-;1;-;1;-;-;-;-;2;-;-;-;33;1;2;2;-;-;-;-;101
"240950 Pedra Grande";1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"240960 Pedra Preta";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"240970 Pedro Avelino";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"240980 Pedro Velho";-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;9
"240990 Pendências";-;-;-;-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;12
"241000 Pilões";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;7
"241010 Poço Branco";-;-;-;-;-;-;-;8;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"241020 Portalegre";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;6;-;-;-;1;-;-;-;4;-;1;-;-;-;-;-;16
"241025 Porto do Mangue";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"241040 Pureza";-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;8
"241050 Rafael Fernandes";1;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"241060 Rafael Godeiro";2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;7
"241070 Riacho da Cruz";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"241080 Riacho de Santana";1;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"241090 Riachuelo";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"240895 Rio do Fogo";-;1;-;-;-;-;-;5;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;13
"241100 Rodolfo Fernandes";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"241110 Ruy Barbosa";-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;8
"241120 Santa Cruz";1;1;-;1;-;2;-;7;-;7;3;-;-;1;1;-;-;-;3;-;4;-;-;-;1;-;-;-;2;1;-;1;-;1;-;-;37
"240933 Santa Maria";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"241140 Santana do Matos";-;-;-;-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;14
"241142 Santana do Seridó";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"241150 Santo Antônio";-;-;-;-;-;1;-;11;-;4;1;-;1;-;1;-;-;1;-;-;4;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;27
"241160 São Bento do Norte";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"241170 São Bento do Trairí";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"241180 São Fernando";1;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"241190 São Francisco do Oeste";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"241200 São Gonçalo do Amarante";1;1;-;-;-;2;-;30;-;9;7;-;1;-;1;-;-;-;2;-;4;-;-;-;1;-;-;-;-;2;-;2;-;-;-;-;63
"241210 São João do Sabugi";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
"241220 São José de Mipibu";2;-;-;-;-;1;-;16;-;11;1;-;-;-;1;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;37
"241230 São José do Campestre";-;-;-;-;-;1;-;4;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"241240 São José do Seridó";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"241250 São Miguel";-;-;-;-;-;1;-;5;1;4;-;-;-;-;-;-;-;1;-;-;4;-;-;-;1;-;-;-;1;1;2;-;-;-;-;-;21
"241255 São Miguel do Gostoso";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"241260 São Paulo do Potengi";1;-;-;-;-;1;-;8;-;5;2;-;-;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;26
"241270 São Pedro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;9
"241280 São Rafael";-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"241290 São Tomé";-;-;-;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;12
"241300 São Vicente";-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;11
"241310 Senador Elói de Souza";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;10
"241320 Senador Georgino Avelino";1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"241030 Serra Caiada";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;10
"241330 Serra de São Bento";-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;7
"241335 Serra do Mel";-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;12
"241340 Serra Negra do Norte";1;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;1;1;-;9;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;19
"241350 Serrinha";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"241355 Serrinha dos Pintos";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;8
"241360 Severiano Melo";1;-;-;-;-;-;-;4;-;-;1;-;1;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;12
"241370 Sítio Novo";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;6
"241380 Taboleiro Grande";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"241390 Taipu";1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;9
"241400 Tangará";-;-;-;-;-;-;-;7;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"241410 Tenente Ananias";1;-;-;-;-;-;-;3;-;4;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"241415 Tenente Laurentino Cruz";-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;11
"241105 Tibau";-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;-;-;-;-;-;9
