CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2014
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"420450 Corupá";1;5;-;17;9;5;-;-;2;1;8;3;1;-;1;-;2;2;57
"420460 Criciúma";27;33;17;130;253;82;14;34;13;42;129;46;98;15;26;-;212;59;1230
"420470 Cunha Porã";2;3;-;6;8;4;1;-;2;1;6;-;2;-;1;-;1;1;38
"420475 Cunhataí";1;1;-;1;2;2;-;-;1;1;-;-;1;-;-;-;-;-;10
"420480 Curitibanos";7;1;-;49;44;12;3;1;4;3;26;6;15;-;3;-;13;14;201
"420490 Descanso";1;2;-;3;6;3;1;-;-;1;6;1;3;-;-;-;-;3;30
"420500 Dionísio Cerqueira";3;4;-;9;16;3;-;-;2;3;17;1;5;1;-;-;-;1;65
"420510 Dona Emma";-;1;-;1;1;1;-;-;1;-;1;1;1;-;-;-;-;-;8
"420515 Doutor Pedrinho";2;-;-;1;2;-;-;-;-;-;1;-;1;-;-;-;-;-;7
"420517 Entre Rios";-;1;-;1;1;1;1;-;1;-;1;-;2;-;-;-;-;-;9
"420519 Ermo";1;-;-;-;2;2;-;-;-;1;3;1;1;-;-;-;-;-;11
"420520 Erval Velho";-;3;-;1;3;1;-;-;1;1;3;1;3;-;-;-;-;-;17
"420530 Faxinal dos Guedes";2;1;-;8;5;4;1;-;1;2;11;-;3;1;-;-;3;4;46
"420535 Flor do Sertão";-;1;-;1;1;1;-;-;-;1;-;-;1;-;-;-;-;-;6
"420540 Florianópolis";92;114;34;508;878;226;92;115;108;111;621;221;241;59;73;3;937;93;4526
"420543 Formosa do Sul";1;1;-;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;6
"420545 Forquilhinha";2;2;-;1;18;2;-;-;3;2;6;2;8;-;-;-;1;1;48
"420550 Fraiburgo";6;2;-;21;24;16;2;1;3;4;32;3;5;1;1;-;6;1;128
"420555 Frei Rogério";1;-;-;-;2;-;-;-;1;-;2;-;-;-;-;-;-;-;6
"420560 Galvão";2;-;-;2;3;2;1;-;2;1;1;-;2;-;-;-;-;4;20
"420570 Garopaba";3;-;-;9;17;12;4;3;6;5;10;1;13;1;1;-;8;9;102
"420580 Garuva";1;1;2;59;16;5;2;2;5;2;11;1;6;1;-;-;10;2;126
"420590 Gaspar";4;4;-;17;42;12;2;2;13;3;29;1;13;-;-;-;6;10;158
"420600 Governador Celso Ramos";1;1;-;1;7;2;1;1;4;-;4;-;1;1;-;-;-;-;24
"420610 Grão Pará";1;1;-;1;4;2;1;-;3;-;6;-;3;-;-;-;-;1;23
"420620 Gravatal";2;1;-;1;5;3;-;-;2;-;3;1;3;-;-;-;-;-;21
"420630 Guabiruba";1;3;-;2;13;6;1;-;5;2;7;-;2;1;-;-;2;1;46
"420640 Guaraciaba";1;1;1;11;9;6;1;-;3;2;7;-;3;-;1;-;1;6;53
"420650 Guaramirim";3;17;-;50;17;10;3;-;2;3;23;19;5;1;1;-;5;3;162
"420660 Guarujá do Sul";2;1;-;2;5;2;-;-;2;-;4;-;1;-;-;-;-;3;22
"420665 Guatambú";1;1;-;2;2;1;-;-;2;1;1;-;1;-;-;-;-;-;12
"420670 Herval d'Oeste";2;3;-;4;16;11;1;2;3;1;9;2;5;-;-;-;3;-;62
"420675 Ibiam";-;-;-;1;1;1;-;-;1;-;2;-;1;-;-;-;-;-;7
"420680 Ibicaré";1;1;-;2;6;1;-;-;-;-;2;-;1;-;-;-;-;-;14
"420690 Ibirama";5;4;-;34;25;4;2;1;3;5;10;4;5;1;1;-;5;2;111
"420700 Içara";8;4;-;24;38;9;2;1;19;4;17;3;14;1;-;-;4;19;167
"420710 Ilhota";2;1;-;2;9;1;2;-;6;1;4;-;4;-;-;-;-;1;33
"420720 Imaruí";2;-;-;2;5;3;-;1;2;-;8;-;2;1;-;-;-;8;34
"420730 Imbituba";8;3;-;31;27;16;3;-;4;4;35;4;14;-;5;-;8;13;175
"420740 Imbuia";-;-;-;4;6;-;-;-;2;1;2;-;1;-;-;-;1;-;17
"420750 Indaial";4;2;-;30;27;8;2;4;8;1;45;2;12;1;-;-;10;10;166
"420757 Iomerê";1;2;-;1;2;1;-;-;-;-;1;1;1;-;-;-;-;-;10
"420760 Ipira";1;2;-;2;3;1;-;-;1;-;2;4;1;-;-;-;-;-;17
"420765 Iporã do Oeste";2;1;-;7;10;4;1;-;1;2;7;-;5;-;1;-;4;3;48
"420768 Ipuaçu";4;1;-;2;8;5;1;-;2;1;4;1;2;-;-;-;1;3;35
"420770 Ipumirim";1;1;-;7;5;6;-;-;1;2;4;-;2;-;-;-;1;-;30
"420775 Iraceminha";2;1;-;1;2;1;1;-;-;1;3;-;2;-;-;-;1;3;18
"420780 Irani";2;1;-;5;8;2;1;-;1;1;4;-;5;-;-;-;-;1;31
"420785 Irati";1;1;-;1;-;1;-;-;-;1;2;-;1;-;-;-;-;-;8
"420790 Irineópolis";1;2;-;1;8;1;-;2;2;-;5;-;1;-;-;-;-;-;23
"420800 Itá";3;2;-;3;7;3;2;-;-;1;5;1;4;-;1;-;1;1;34
"420810 Itaiópolis";2;2;-;12;15;7;1;-;2;1;17;1;3;1;1;-;3;2;70
"420820 Itajaí";17;21;7;171;170;91;44;14;41;23;221;33;86;7;9;1;108;29;1093
"420830 Itapema";1;1;2;15;27;19;8;2;13;6;57;2;12;-;1;-;6;6;178
"420840 Itapiranga";1;4;2;6;10;5;2;-;3;-;11;1;4;-;1;-;-;6;56
"420845 Itapoá";1;1;-;4;13;6;2;1;3;1;5;1;4;-;-;-;2;1;45
"420850 Ituporanga";1;2;-;9;23;4;2;1;5;3;13;1;6;-;-;-;9;1;80
"420860 Jaborá";1;1;-;2;3;3;-;-;-;1;3;-;2;-;-;-;-;-;16
"420870 Jacinto Machado";-;3;1;4;9;4;-;-;1;2;6;2;2;-;-;-;1;-;35
"420880 Jaguaruna";2;9;-;22;13;6;1;-;3;2;17;-;3;1;-;-;1;4;84
"420890 Jaraguá do Sul";19;19;1;158;124;57;19;4;15;18;140;34;56;2;12;-;55;28;761
"420895 Jardinópolis";-;1;-;1;2;1;-;-;-;1;2;-;1;-;-;-;-;1;10
"420900 Joaçaba";4;11;-;54;56;26;4;4;4;6;48;3;30;2;6;-;56;8;322
"420910 Joinville";58;71;22;407;555;235;70;45;53;44;525;123;192;19;19;1;482;146;3067
"420915 José Boiteux";-;1;-;3;4;1;-;-;1;1;3;-;-;-;-;-;-;-;14
"420917 Jupiá";1;-;-;-;2;2;-;-;2;1;2;-;1;-;-;-;-;1;12
"420920 Lacerdópolis";1;1;-;1;1;1;-;-;-;-;1;-;2;-;-;-;-;-;8
"420930 Lages";28;14;-;194;170;114;21;7;19;16;239;20;101;4;8;-;86;44;1085
"420940 Laguna";5;3;-;22;29;13;1;2;4;3;21;1;10;-;3;-;10;4;131
"420945 Lajeado Grande";1;1;-;2;2;1;-;-;1;-;3;-;1;-;-;-;-;-;12
"420950 Laurentino";-;1;-;1;3;1;-;-;-;1;3;-;2;-;-;-;-;-;12
"420960 Lauro Muller";4;5;-;4;13;6;2;-;4;2;10;1;4;1;-;-;-;4;60
"420970 Lebon Régis";1;-;-;1;4;1;1;-;2;-;2;-;2;-;-;-;1;1;16
"420980 Leoberto Leal";1;1;-;-;3;1;-;-;2;1;2;-;1;-;-;-;-;-;12
"420985 Lindóia do Sul";2;1;-;2;3;2;1;-;1;2;3;-;1;-;1;-;-;-;19
"420990 Lontras";1;-;-;-;6;1;-;-;4;1;3;-;4;-;-;-;1;-;21
"421000 Luiz Alves";2;8;-;2;13;6;1;-;1;2;8;-;2;-;-;-;-;-;45
"421003 Luzerna";2;1;-;2;5;-;-;-;1;1;2;-;1;-;-;-;2;1;18
"421005 Macieira";1;1;-;-;2;2;-;-;-;1;2;-;1;-;-;-;-;-;10
"421010 Mafra";6;6;-;76;45;19;10;-;20;4;23;12;18;1;2;-;32;13;287
"421020 Major Gercino";-;1;-;1;3;1;-;-;2;1;2;-;1;-;-;-;-;-;12
"421030 Major Vieira";-;2;-;5;4;2;-;-;-;-;5;-;1;-;-;-;1;-;20
"421040 Maracajá";1;1;-;1;1;3;1;-;1;1;3;-;1;-;-;-;-;-;14
"421050 Maravilha";5;7;3;12;31;9;3;-;4;2;12;4;12;1;-;-;5;6;116
"421055 Marema";1;1;-;1;1;1;-;-;-;1;1;-;1;-;-;-;-;-;8
"421060 Massaranduba";2;2;-;4;9;4;-;-;3;2;10;-;3;-;-;-;-;-;39
"421070 Matos Costa";2;1;-;-;4;1;-;-;2;-;1;-;1;-;-;-;-;-;12
"421080 Meleiro";1;2;-;6;4;1;-;-;1;1;6;-;1;-;-;-;-;-;23
"421085 Mirim Doce";-;1;-;-;2;1;1;-;1;-;1;1;1;-;-;-;-;-;9
"421090 Modelo";1;2;-;1;6;4;1;-;1;1;1;1;3;-;-;-;-;5;27
"421100 Mondaí";3;3;-;7;9;2;1;-;1;1;8;1;3;-;-;-;-;3;42
"421105 Monte Carlo";-;-;-;1;6;1;1;-;3;-;5;-;1;-;-;-;-;-;18
"421110 Monte Castelo";2;1;-;2;6;2;1;-;1;1;2;-;2;-;-;-;-;5;25
"421120 Morro da Fumaça";2;3;-;6;17;7;2;1;3;2;5;1;2;-;-;-;1;12;64
"421125 Morro Grande";1;1;-;-;3;1;-;-;-;1;-;-;1;-;-;-;-;-;8
"421130 Navegantes";4;4;-;9;39;14;5;2;14;2;40;3;8;-;-;-;5;13;162
"421140 Nova Erechim";1;2;-;1;2;1;1;-;-;1;7;-;1;-;-;-;-;-;17
"421145 Nova Itaberaba";1;1;-;1;3;1;-;-;1;-;2;-;1;-;-;-;-;-;11
"421150 Nova Trento";-;1;-;6;8;4;2;-;3;1;8;-;1;1;-;-;1;1;37
"421160 Nova Veneza";3;1;-;8;12;7;-;1;3;3;11;-;3;-;-;-;1;2;55
"421165 Novo Horizonte";1;-;-;1;1;1;-;-;1;1;1;-;1;-;-;-;-;-;8
"421170 Orleans";3;2;1;6;19;6;1;-;2;2;13;2;7;1;-;-;2;10;77
"421175 Otacílio Costa";2;-;-;2;12;2;1;-;3;-;6;1;1;-;-;-;-;9;39
"421180 Ouro";1;1;-;-;2;1;-;-;1;-;1;-;2;-;-;-;-;-;9
"421185 Ouro Verde";1;1;-;1;2;1;1;-;1;1;1;-;2;-;-;-;-;-;12
"421187 Paial";1;1;-;1;1;-;-;-;-;1;1;-;1;-;-;-;-;-;7
"421189 Painel";1;1;-;-;2;-;-;-;-;1;2;-;-;-;-;-;-;-;7
"421190 Palhoça";15;5;-;27;69;27;6;5;33;6;66;9;19;6;2;-;20;7;322
"421200 Palma Sola";1;1;-;3;9;1;-;-;-;1;4;1;3;-;-;-;-;3;27
"421205 Palmeira";-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;4
"421210 Palmitos";5;5;1;8;21;6;1;-;2;5;12;3;8;-;1;-;3;5;86
"421220 Papanduva";3;2;-;2;7;3;1;-;3;1;10;-;3;-;-;-;-;10;45
"421223 Paraíso";1;-;-;1;4;1;-;-;1;-;4;-;1;-;-;-;-;1;14
"421225 Passo de Torres";2;1;-;2;4;1;2;1;2;-;2;2;4;-;-;-;1;2;26
"421227 Passos Maia";1;2;-;1;4;2;-;-;-;1;4;-;-;-;-;-;-;-;15
"421230 Paulo Lopes";1;2;-;1;4;1;-;-;2;-;2;-;1;-;-;-;-;-;14
"421240 Pedras Grandes";1;-;-;1;3;1;-;1;1;1;1;-;-;-;-;-;-;-;10
"421250 Penha";-;4;1;1;13;3;1;-;7;-;14;-;3;-;-;-;1;1;49
"421260 Peritiba";1;2;-;1;4;1;-;-;-;1;1;-;2;-;-;-;-;-;13
"421265 Pescaria Brava";1;-;-;2;2;1;-;-;2;-;3;-;-;-;-;-;-;-;11
"421270 Petrolândia";-;1;-;1;2;1;-;-;-;1;3;-;1;-;1;-;-;-;11
"421290 Pinhalzinho";4;2;-;5;14;11;2;-;3;4;22;1;10;-;-;-;-;12;90
"421300 Pinheiro Preto";1;2;-;1;3;2;-;-;1;1;3;1;1;-;-;-;-;-;16
"421310 Piratuba";2;2;-;1;3;4;1;-;1;1;3;-;1;-;-;-;-;-;19
"421315 Planalto Alegre";-;2;-;1;2;1;-;-;-;1;4;-;-;-;-;-;-;-;11
"421320 Pomerode";2;3;-;9;23;4;2;1;4;2;27;5;9;-;-;-;7;4;102
"421330 Ponte Alta";-;-;-;1;2;-;-;-;1;-;3;-;2;-;-;-;-;-;9
"421335 Ponte Alta do Norte";2;-;-;1;1;1;-;-;1;1;3;-;1;-;-;-;-;-;11
"421340 Ponte Serrada";2;-;-;2;8;4;-;-;2;2;7;1;6;1;-;-;-;10;45
"421350 Porto Belo";1;2;1;2;16;5;2;-;5;2;11;-;6;-;-;-;1;17;71
"421360 Porto União";7;7;2;46;23;20;5;7;9;8;35;6;19;3;3;-;22;9;231
"421370 Pouso Redondo";1;2;-;3;12;6;1;-;5;2;5;-;2;-;-;-;1;-;40
"421380 Praia Grande";-;3;1;3;7;3;-;1;3;-;4;-;1;-;-;-;2;-;28
"421390 Presidente Castello Branco";1;1;-;1;2;1;-;-;-;1;2;-;2;-;-;-;-;-;11
"421400 Presidente Getúlio";2;2;-;6;11;3;1;-;2;1;7;1;3;-;-;-;2;3;44
"421410 Presidente Nereu";-;-;-;-;1;1;1;-;1;1;2;-;1;-;-;-;-;-;8
"421415 Princesa";2;-;-;1;1;-;-;-;1;1;1;-;1;-;-;-;-;-;8
"421420 Quilombo";2;2;-;7;11;4;1;-;2;2;5;-;3;-;1;-;2;18;60
"421430 Rancho Queimado";1;1;-;1;2;1;-;-;1;-;1;-;-;-;-;-;-;-;8
"421440 Rio das Antas";2;1;-;3;3;2;-;-;-;1;3;-;1;-;-;-;-;-;16
"421450 Rio do Campo";1;2;-;1;3;1;-;-;2;1;2;-;1;-;-;-;-;-;14
"421460 Rio do Oeste";1;1;-;3;3;3;-;-;1;1;2;-;1;-;-;-;-;-;16
"421480 Rio do Sul";8;14;4;74;107;22;10;4;8;11;80;11;45;2;4;-;49;3;456
"421470 Rio dos Cedros";1;2;-;3;7;-;-;-;2;1;5;1;-;-;-;-;-;-;22
"421490 Rio Fortuna";2;2;-;3;7;1;-;-;1;1;3;1;1;-;-;-;-;5;27
"421500 Rio Negrinho";5;4;-;19;21;8;3;-;4;2;24;6;10;1;1;-;6;1;115
"421505 Rio Rufino";1;-;-;1;2;-;-;-;2;1;2;-;1;-;-;-;-;1;11
"421507 Riqueza";-;-;-;-;3;-;-;-;2;2;2;-;1;-;-;-;-;1;11
"421510 Rodeio";2;-;-;4;5;4;-;-;4;-;5;-;1;1;-;-;-;-;26
"421520 Romelândia";3;2;-;1;2;3;1;-;2;1;4;-;3;1;-;-;-;7;30
"421530 Salete";1;-;-;5;7;1;-;-;-;1;5;-;1;-;-;-;-;-;21
"421535 Saltinho";-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"421540 Salto Veloso";-;1;-;2;3;1;1;-;-;-;2;-;4;-;1;-;-;-;15
"421545 Sangão";1;1;-;1;6;2;-;-;2;1;3;-;1;-;-;-;-;-;18
"421550 Santa Cecília";3;2;1;5;13;8;3;-;2;-;5;-;7;-;-;-;1;1;51
"421555 Santa Helena";-;-;-;-;1;1;-;-;-;1;1;-;1;-;-;-;-;-;5
"421560 Santa Rosa de Lima";1;-;-;-;3;1;-;-;1;1;1;-;1;-;-;-;-;-;9
"421565 Santa Rosa do Sul";-;1;-;2;6;3;-;-;2;1;3;-;-;-;-;-;-;-;18
"421567 Santa Terezinha";1;-;-;1;2;-;1;-;1;-;2;-;1;-;-;-;-;-;9
"421568 Santa Terezinha do Progresso";-;1;-;1;3;-;-;-;-;1;2;-;1;-;-;-;-;-;9
"421569 Santiago do Sul";1;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;5
"421570 Santo Amaro da Imperatriz";4;2;3;17;16;5;2;-;7;2;16;-;3;1;-;-;2;9;89
"421580 São Bento do Sul";7;9;-;54;54;19;10;2;6;9;73;11;31;1;3;-;20;10;319
"421575 São Bernardino";1;1;-;1;1;1;-;-;1;1;2;-;1;-;-;-;-;-;10
"421590 São Bonifácio";-;-;-;1;3;-;-;-;-;2;1;-;1;-;-;-;-;1;9
"421600 São Carlos";4;2;1;5;12;3;1;-;1;1;7;-;-;-;1;-;1;3;42
"421605 São Cristovão do Sul";1;1;-;-;4;1;-;-;1;-;1;-;-;-;-;-;-;-;9
"421610 São Domingos";4;2;-;2;4;4;-;-;3;1;7;-;2;-;-;-;-;1;30
"421620 São Francisco do Sul";4;3;-;19;18;15;5;2;9;4;19;5;10;-;-;-;7;8;128
"421630 São João Batista";3;1;-;6;14;4;2;-;7;2;18;1;3;-;-;-;-;-;61
"421635 São João do Itaperiú";-;1;-;1;4;-;-;-;1;1;3;-;-;-;-;-;-;-;11
"421625 São João do Oeste";1;1;-;2;4;2;-;-;1;1;1;-;1;-;-;-;-;4;18
"421640 São João do Sul";1;1;-;1;5;3;2;1;2;-;4;2;3;-;-;-;-;-;25
"421650 São Joaquim";3;1;2;11;16;5;1;-;5;1;18;4;4;-;-;-;-;7;78
"421660 São José";47;31;2;92;304;48;19;14;36;12;107;24;57;31;5;-;39;79;947
"421670 São José do Cedro";3;2;-;3;8;5;2;-;2;2;12;-;3;-;-;-;1;10;53
"421680 São José do Cerrito";-;1;-;-;4;-;-;-;2;-;2;-;1;-;-;-;-;8;18
"421690 São Lourenço do Oeste";3;3;1;11;17;10;1;-;5;4;27;-;4;1;-;-;8;5;100
"421700 São Ludgero";1;-;-;1;7;2;-;-;1;-;5;-;1;-;-;-;-;-;18
"421710 São Martinho";1;-;-;2;7;1;-;-;-;1;2;-;-;-;-;-;-;-;14
"421715 São Miguel da Boa Vista";1;1;-;-;1;-;-;-;1;-;2;-;1;-;-;-;-;-;7
"421720 São Miguel do Oeste";7;8;3;14;64;19;2;5;8;6;45;5;23;-;2;-;26;9;246
"421725 São Pedro de Alcântara";5;3;-;1;14;-;-;-;3;1;5;-;3;-;-;-;-;2;37
"421730 Saudades";1;3;-;2;6;3;-;-;3;1;6;-;-;-;-;-;-;1;26
"421740 Schroeder";2;3;-;1;7;1;1;-;5;2;5;-;3;-;1;-;-;-;31
"421750 Seara";1;2;-;6;10;7;1;1;1;1;14;2;8;-;3;-;-;-;57
"421755 Serra Alta";2;-;-;1;1;1;-;-;-;-;3;-;-;-;-;-;-;-;8
"421760 Siderópolis";2;-;-;2;12;5;1;-;2;2;5;-;5;-;-;-;1;-;37
"421770 Sombrio";3;1;-;4;11;4;-;2;3;1;10;-;4;-;-;-;2;-;45
"421775 Sul Brasil";1;1;-;-;1;1;-;-;1;1;2;-;-;-;-;-;-;-;8
"421780 Taió";1;3;-;10;20;4;1;-;1;1;11;1;2;-;-;-;-;-;55
"421790 Tangará";2;3;-;10;10;4;1;-;3;-;3;1;2;-;-;-;1;-;40
"421795 Tigrinhos";1;1;-;1;2;-;-;-;-;1;1;-;1;-;-;-;-;-;8
"421800 Tijucas";2;3;-;17;25;8;7;-;12;4;27;2;4;-;-;-;1;1;113
"421810 Timbé do Sul";1;-;-;2;4;1;1;-;-;-;3;-;-;-;-;-;-;-;12
"421820 Timbó";3;5;-;15;36;14;3;6;9;6;30;7;10;-;-;-;10;9;163
"421825 Timbó Grande";-;-;-;1;5;2;-;-;1;-;2;-;1;-;-;-;-;-;12
"421830 Três Barras";6;2;-;3;12;10;-;-;3;3;6;-;5;-;-;-;1;13;64
"421835 Treviso";-;1;-;-;3;1;-;-;2;1;3;-;1;-;-;-;-;-;12
"421840 Treze de Maio";1;2;-;2;5;2;1;-;-;1;3;-;2;-;2;-;-;-;21
"421850 Treze Tílias";-;2;-;1;3;3;-;-;-;-;6;-;1;-;-;-;-;-;16
"421860 Trombudo Central";-;-;-;2;7;1;-;-;-;1;5;-;3;-;-;-;-;1;20
"421870 Tubarão";18;18;7;113;218;39;12;5;18;17;106;19;50;7;7;-;66;6;726
"421875 Tunápolis";3;1;-;3;5;1;-;-;1;1;3;-;4;-;-;-;-;6;28
"421880 Turvo";2;2;-;10;6;5;-;-;2;1;8;-;2;-;-;-;-;-;38
"421885 União do Oeste";1;1;-;-;2;1;-;-;1;-;2;-;3;-;-;-;-;-;11
"421890 Urubici";2;1;-;5;7;1;-;-;2;-;7;-;1;-;-;-;-;15;41
"421895 Urupema";1;1;-;-;2;1;1;-;-;-;1;-;1;-;-;-;-;-;8
"421900 Urussanga";4;2;1;13;17;9;1;1;2;2;13;2;4;1;-;-;1;1;74
"421910 Vargeão";1;2;-;-;4;1;-;-;-;1;3;-;2;-;-;-;-;-;14
"421915 Vargem";-;1;-;-;2;-;-;-;1;1;2;-;1;-;-;-;-;-;8
"421917 Vargem Bonita";2;-;-;-;3;1;1;-;1;1;3;-;5;-;-;-;-;-;17
"421920 Vidal Ramos";2;1;-;3;5;1;-;-;3;-;4;-;2;-;-;-;-;1;22
"421930 Videira";8;8;-;29;39;14;5;7;4;8;28;3;16;-;3;-;20;3;195
"421935 Vitor Meireles";1;1;-;1;4;-;-;-;1;1;3;-;2;-;-;-;-;-;14
"421940 Witmarsum";1;1;-;2;3;-;-;-;2;1;2;-;1;-;-;-;-;-;13
"421950 Xanxerê";8;9;-;26;66;21;2;6;10;6;53;9;18;1;4;-;23;13;275
"421960 Xavantina";2;1;-;-;2;-;-;-;1;2;2;2;1;-;-;-;-;-;13
"421970 Xaxim";9;3;-;7;15;7;1;1;4;4;26;-;7;-;-;-;-;3;87
"421985 Zortéa";-;-;-;-;1;2;-;-;-;-;1;-;1;-;-;-;-;-;5
"430003 Aceguá";1;-;-;2;15;1;-;-;-;1;5;-;2;-;-;-;-;-;27
"430005 Água Santa";-;1;-;3;6;2;-;-;1;2;6;1;2;-;-;-;-;-;24
"430010 Agudo";-;2;4;11;12;5;5;1;1;2;4;3;3;-;2;-;1;1;57
"430020 Ajuricaba";1;2;-;1;4;6;1;-;3;2;3;1;4;-;-;-;1;2;31
"430030 Alecrim";1;-;-;1;4;-;-;-;2;-;4;1;-;-;1;-;-;-;14
"430040 Alegrete";12;8;-;45;60;24;7;1;12;13;37;14;32;2;1;-;19;7;294
"430045 Alegria";2;1;-;-;3;2;1;-;-;1;3;-;2;-;-;-;1;5;21
"430047 Almirante Tamandaré do Sul";2;-;-;-;2;1;-;-;1;1;2;1;1;-;-;-;-;-;11
"430050 Alpestre";2;2;-;6;7;3;-;-;1;1;5;-;1;-;2;-;-;1;31
"430055 Alto Alegre";1;2;-;1;1;1;1;-;1;1;3;-;1;-;-;-;-;1;14
"430057 Alto Feliz";-;1;-;1;2;2;-;-;1;1;1;1;2;-;-;-;-;-;12
"430060 Alvorada";8;4;9;43;86;25;10;27;26;5;35;36;21;12;5;-;35;10;397
"430063 Amaral Ferrador";-;-;-;4;3;1;-;-;1;-;1;1;1;-;-;-;-;-;12
"430064 Ametista do Sul";1;-;-;2;4;2;1;-;1;1;4;-;1;-;-;-;-;-;17
"430066 André da Rocha";1;-;-;2;1;1;-;1;1;1;2;1;1;-;-;-;-;1;13
"430070 Anta Gorda";-;1;-;2;4;3;1;-;2;1;4;2;2;-;1;-;2;1;26
"430080 Antônio Prado";3;5;-;4;16;5;5;-;5;6;8;1;6;-;3;-;11;5;83
"430085 Arambaré";1;-;-;2;4;1;1;-;2;1;2;-;1;1;-;-;-;-;16
"430087 Araricá";-;-;-;6;6;3;1;1;3;1;3;2;2;1;-;-;3;-;32
"430090 Aratiba";1;2;-;3;5;4;2;1;1;1;3;-;1;-;1;-;5;-;30
"430100 Arroio do Meio";1;2;-;30;15;6;-;-;2;2;12;3;2;1;1;-;10;2;89
"430107 Arroio do Padre";1;-;-;4;2;1;-;1;1;1;2;1;1;-;-;-;1;-;16
"430105 Arroio do Sal";-;1;-;4;13;2;-;-;3;1;3;1;3;1;-;-;1;1;34
"430120 Arroio do Tigre";1;3;-;8;10;3;1;-;3;2;9;2;4;1;1;-;1;2;51
"430110 Arroio dos Ratos";4;1;-;7;8;4;3;-;3;1;7;1;5;1;-;-;2;6;53
"430130 Arroio Grande";3;2;-;15;10;5;1;-;-;2;6;3;5;1;-;-;2;6;61
"430140 Arvorezinha";-;3;-;6;8;1;-;-;1;2;4;1;3;-;-;-;3;-;32
"430150 Augusto Pestana";1;2;-;6;10;1;-;-;-;2;4;1;4;-;1;-;-;2;34
"430155 Áurea";1;-;-;2;6;1;1;-;1;1;2;-;2;-;-;-;-;-;17
"430160 Bagé";14;5;2;67;100;51;9;7;20;17;59;20;41;2;4;-;53;12;483
"430163 Balneário Pinhal";3;3;-;8;11;3;3;-;1;1;2;1;4;-;1;-;2;-;43
"430165 Barão";2;-;-;6;4;2;1;-;1;1;3;1;3;1;-;-;1;5;31
"430170 Barão de Cotegipe";-;-;-;5;4;2;1;-;2;1;7;-;1;-;-;-;-;1;24
"430175 Barão do Triunfo";2;-;-;1;4;-;-;-;1;-;2;1;1;1;-;-;-;1;14
"430185 Barra do Guarita";-;-;-;2;2;1;-;-;-;-;2;-;1;-;-;-;-;-;8
"430187 Barra do Quaraí";1;1;-;-;5;1;-;-;2;1;3;1;2;-;-;-;-;2;19
"430190 Barra do Ribeiro";1;1;-;10;8;4;-;2;-;-;3;1;1;1;1;-;4;1;38
"430192 Barra do Rio Azul";-;-;-;-;1;1;-;-;1;1;2;-;-;-;-;-;-;-;6
"430195 Barra Funda";-;-;-;1;1;1;-;2;-;-;2;1;-;-;-;-;-;-;8
"430180 Barracão";-;-;-;2;3;1;1;-;2;2;4;1;-;-;-;-;-;1;17
"430200 Barros Cassal";-;3;-;4;5;5;2;-;4;1;10;1;3;-;-;-;-;2;40
"430205 Benjamin Constant do Sul";-;1;-;-;3;2;-;-;2;1;2;-;1;-;-;-;-;-;12
"430210 Bento Gonçalves";10;11;16;105;95;27;13;16;9;11;102;19;36;10;17;-;148;15;660
"430215 Boa Vista das Missões";-;1;-;1;3;1;-;-;1;-;1;-;1;-;-;-;-;1;10
"430220 Boa Vista do Buricá";3;2;-;3;8;4;3;-;1;3;2;1;8;-;1;-;2;3;44
"430222 Boa Vista do Cadeado";-;1;-;2;4;2;-;-;1;2;1;1;1;1;-;-;-;-;16
"430223 Boa Vista do Incra";-;-;-;1;2;1;-;-;1;1;2;-;-;-;-;-;-;-;8
"430225 Boa Vista do Sul";-;1;-;2;1;-;-;-;-;-;2;1;-;-;-;-;-;-;7
"430230 Bom Jesus";-;2;-;8;10;6;1;-;-;1;9;1;4;-;-;-;-;2;44
"430235 Bom Princípio";-;-;-;21;10;2;1;-;1;1;5;2;4;1;-;-;-;1;49
"430237 Bom Progresso";-;-;-;-;2;1;-;-;1;1;1;1;-;-;-;-;-;-;7
"430240 Bom Retiro do Sul";2;1;-;5;3;4;1;-;1;2;4;1;3;-;-;-;3;-;30
"430245 Boqueirão do Leão";-;3;-;1;7;3;-;-;1;1;9;1;3;-;-;-;-;-;29
"430250 Bossoroca";-;-;-;3;6;2;1;-;2;1;4;-;1;-;-;-;-;-;20
"430258 Bozano";-;1;-;-;2;1;-;-;-;1;2;-;1;-;-;-;-;-;8
"430260 Braga";-;-;-;-;4;1;-;-;1;1;2;-;2;-;-;-;-;1;12
"430265 Brochier";-;-;-;1;2;2;1;1;1;-;2;1;3;-;-;-;-;1;15
